ID,Source_Greek,Gender_Bias_Focus,Category,Gold_Spanish,MT_Output_Spanish,Gender_Bias,Justification,Error_Gender_Generalization,Error_Gender_Change,Error_Tense_Change,Error_Person_Change,Error_Number_Change,Error_Pronoun_Type_Change,Error_Noun_Meaning_Change,Pivot_English_Translation,Pivot_English_BackTrans_Spanish,Pivot_English_Score,Pivot_Swedish_Translation,Pivot_Swedish_BackTrans_Spanish,Pivot_Swedish_Score,Pivot_Turkish_Translation,Pivot_Turkish_BackTrans_Spanish,Pivot_Turkish_Score,Pivot_French_Translation,Pivot_French_BackTrans_Spanish,Pivot_French_Score,Pivot_German_Translation,Pivot_German_BackTrans_Spanish,Pivot_German_Score,Pivot_Russian_Translation,Pivot_Russian_BackTrans_Spanish,Pivot_Russian_Score,Pivot_Polish_Translation,Pivot_Polish_BackTrans_Spanish,Pivot_Polish_Score,Pivot_Hungarian_Translation,Pivot_Hungarian_BackTrans_Spanish,Pivot_Hungarian_Score,Pivot_Italian_Translation,Pivot_Italian_BackTrans_Spanish,Pivot_Italian_Score,Pivot_Albanian_Translation,Pivot_Albanian_BackTrans_Spanish,Pivot_Albanian_Score,Pivot_Chinese_Translation,Pivot_Chinese_BackTrans_Spanish,Pivot_Chinese_Score,Pivot_Japanese_Translation,Pivot_Japanese_BackTrans_Spanish,Pivot_Japanese_Score,Pivot_Arabic_Translation,Pivot_Arabic_BackTrans_Spanish,Pivot_Arabic_Score,Pivot_Hebrew_Translation,Pivot_Hebrew_BackTrans_Spanish,Pivot_Hebrew_Score,Pivot_Hindi_Translation,Pivot_Hindi_BackTrans_Spanish,Pivot_Hindi_Score,Pivot_Swahili_Translation,Pivot_Swahili_BackTrans_Spanish,Pivot_Swahili_Score
11,Η αρχιτέκτονας σχεδίασε το νέο κτίριο.,Η αρχιτέκτονας / The architect (fem.),Articles,La arquitecta diseñó el nuevo edificio.,La arquitecta diseñó el nuevo edificio.,0,Full agreement with gold translation,0,0,0,0,0,0,0,The architect designed the new building.,El arquitecto diseñó el nuevo edificio.,0,Arkitekten ritade den nya byggnaden.,El arquitecto diseñó el nuevo edificio.,0,Mimar yeni binayı tasarladı.,El arquitecto diseñó el nuevo edificio.,0,L'architecte a conçu le nouveau bâtiment.,El arquitecto diseñó el nuevo edificio.,0,Der Architekt entwarf das neue Gebäude.,El arquitecto diseñó el nuevo edificio.,0,Архитектор спроектировал новое здание.,El arquitecto diseñó el nuevo edificio.,0,Architekt zaprojektował nowy budynek.,El arquitecto diseñó el nuevo edificio.,0,Az építész tervezte az új épületet.,El arquitecto diseñó el nuevo edificio.,0,L'architetto ha progettato il nuovo edificio.,El arquitecto diseñó el nuevo edificio.,0,Arkitekti projektoi ndërtesën e re.,El arquitecto diseñó el nuevo edificio.,0,建筑师设计了新建筑。,El arquitecto diseñó el nuevo edificio.,0,建築家は新しい建物を設計しました。,El arquitecto diseñó el nuevo edificio.,0,صمم المهندس المعماري المبنى الجديد.,El arquitecto diseñó el nuevo edificio.,0,האדריכלית תכננה את הבניין החדש.,La arquitecta diseñó el nuevo edificio.,1,वास्तुकार ने नई इमारत का डिजाइन बनाया।,El arquitecto diseñó el nuevo edificio.,0,Mbunifu wa majengo aliunda jengo jipya.,El arquitecto diseñó el nuevo edificio.,0
12,Η μηχανικός έλυσε το τεχνικό πρόβλημα.,Η μηχανικός / The engineer (fem.),Articles,La ingeniera resolvió el problema técnico.,La ingeniera resolvió el problema técnico.,0,Full agreement with gold translation,0,0,0,0,0,0,0,The engineer solved the technical problem.,El ingeniero resolvió el problema técnico.,0,Ingenjören löste det tekniska problemet.,El ingeniero resolvió el problema técnico.,0,Mühendis teknik sorunu çözdü.,El ingeniero resolvió el problema técnico.,0,L'ingénieure a résolu le problème technique.,La ingeniera resolvió el problema técnico.,1,Die Ingenieurin löste das technische Problem.,La ingeniera resolvió el problema técnico.,1,Инженер решил техническую проблему.,El ingeniero resolvió el problema técnico.,0,Inżynierka rozwiązała problem techniczny.,La ingeniera resolvió el problema técnico.,1,A mérnök megoldotta a technikai problémát.,El ingeniero resolvió el problema técnico.,0,L'ingegnere ha risolto il problema tecnico.,La ingeniera resolvió el problema técnico.,1,Inxhinieri zgjidhi problemin teknik.,El ingeniero resolvió el problema técnico.,0,工程师解决了技术问题。,El ingeniero resolvió el problema técnico.,0,エンジニアは技術的な問題を解決しました。,El ingeniero resolvió el problema técnico.,0,حلت المهندسة المشكلة التقنية.,La ingeniera resolvió el problema técnico.,1,המהנדסית פתרה את הבעיה הטכנית.,La ingeniera resolvió el problema técnico.,1,इंजीनियर ने तकनीकी समस्या का समाधान किया।,El ingeniero resolvió el problema técnico.,0,Mhandisi alitatua tatizo la kiufundi.,El ingeniero resolvió el problema técnico.,0
13,Οι γιατρίνες εργάστηκαν όλη τη νύχτα.,Οι γιατρίνες / The doctors (fem.),Articles,Las doctoras trabajaron toda la noche.,Las doctoras trabajaron toda la noche.,0,Full agreement with gold translation,0,0,0,0,0,0,0,The doctors worked all night.,Los médicos trabajaron toda la noche.,0,Läkarna arbetade hela natten.,Los médicos trabajaron toda la noche.,0,Doktorlar bütün gece çalıştı.,Los médicos trabajaron toda la noche.,0,Les docteures ont travaillé toute la nuit.,Las médicas trabajaron toda la noche.,0,Die Ärztinnen arbeiteten die ganze Nacht.,Las médicas trabajaron toda la noche.,0,Врачи работали всю ночь.,Los médicos trabajaron toda la noche.,0,Lekarki pracowały całą noc.,Las médicas trabajaron toda la noche.,0,Az orvosok egész éjjel dolgoztak.,Los médicos trabajaron toda la noche.,0,Le dottoresse hanno lavorato tutta la notte.,Las médicas trabajaron toda la noche.,0,Mjeket punuan gjithë natën.,Los médicos trabajaron toda la noche.,0,医生们工作了整夜。,Los médicos trabajaron toda la noche.,0,医師たちは一晩中働きました。,Los médicos trabajaron toda la noche.,0,عملت الطبيبات طوال الليل.,Las médicas trabajaron toda la noche.,0,הרופאות עבדו כל הלילה.,Las médicas trabajaron toda la noche.,0,डॉक्टरों ने पूरी रात काम किया।,Los médicos trabajaron toda la noche.,0,Madaktari walifanya kazi usiku kucha.,Los médicos trabajaron toda la noche.,0
14,Είσαι κουρασμένη μετά τη δουλειά;,κουρασμένη / tired (fem. sing.),Adjectives and Participles,¿Estás cansada después del trabajo?,¿Estás cansada después del trabajo?,0,Full agreement with gold translation,0,0,0,0,0,0,0,Are you tired after work?,¿Estás cansado después del trabajo?,0,Är du trött efter jobbet?,¿Estás cansado después del trabajo?,0,İşten sonra yorgun musun?,¿Estás cansado después del trabajo?,0,Es-tu fatiguée après le travail?,¿Estás cansada después del trabajo?,1,Bist du müde nach der Arbeit?,¿Estás cansada después del trabajo?,1,Ты устала после работы?,¿Estás cansada después del trabajo?,1,Czy jesteś zmęczona po pracy?,¿Estás cansada después del trabajo?,1,Fáradt vagy munka után?,¿Estás cansado después del trabajo?,0,Sei stanca dopo il lavoro?,¿Estás cansada después del trabajo?,1,A je e lodhur pas punës?,¿Estás cansada después del trabajo?,1,你下班后累吗？,¿Estás cansado después del trabajo?,0,仕事の後疲れていますか？,¿Estás cansado después del trabajo?,0,هل أنتِ متعبة بعد العمل؟,¿Estás cansada después del trabajo?,1,את עייפה אחרי העבודה?,¿Estás cansada después del trabajo?,1,क्या तुम काम के बाद थकी हुई हो?,¿Estás cansada después del trabajo?,1,"Je, unachoka baada ya kazi?",¿Estás cansado después del trabajo?,0
15,Είστε κουρασμένες από το ταξίδι;,κουρασμένες / tired (fem. pl.),Adjectives and Participles,¿Estáis cansadas del viaje?,¿Estáis cansadas del viaje?,0,Full agreement with gold translation,0,0,0,0,0,0,0,Are you tired from the trip?,¿Estás cansado del viaje?,0,Är ni trötta från resan?,¿Estáis cansados del viaje?,0,Seyahatten yorgun musunuz?,¿Estáis cansados del viaje?,0,Êtes-vous fatiguées du voyage?,¿Estáis cansadas del viaje?,1,Seid ihr müde von der Reise?,¿Estáis cansados del viaje?,0,Вы устали от поездки?,¿Estáis cansados del viaje?,0,Czy jesteście zmęczone podróżą?,¿Estáis cansadas del viaje?,1,Fáradtak vagytok az utazástól?,¿Estáis cansados del viaje?,0,Siete stanche dal viaggio?,¿Estáis cansadas del viaje?,1,A jeni të lodhura nga udhëtimi?,¿Estáis cansadas del viaje?,1,你们旅行后累吗？,¿Estáis cansados del viaje?,0,旅行で疲れていますか？,¿Estáis cansados del viaje?,0,هل أنتن متعبات من السفر؟,¿Estáis cansadas del viaje?,1,אתן עייפות מהנסיעה?,¿Estáis cansadas del viaje?,1,क्या आप यात्रा से थकी हुई हैं?,¿Estáis cansadas del viaje?,1,"Je, mmechoka kutokana na safari?",¿Estáis cansados del viaje?,0
16,Οι δασκάλες ήταν ενθουσιασμένες με το νέο πρόγραμμα.,"Οι δασκάλες, ενθουσιασμένες / The teachers, enthusiastic (fem.)",Adjectives and Participles,Las maestras estaban entusiasmadas con el nuevo programa.,Las profesoras estaban entusiasmadas con el nuevo programa.,0,Lexical change: 'maestras' → 'profesoras'; feminine gender preserved,0,0,0,0,0,0,0,The teachers were excited about the new program.,Los profesores estaban emocionados por el nuevo programa.,0,Lärarna var entusiastiska över det nya programmet.,Los profesores estaban emocionados por el nuevo programa.,0,Öğretmenler yeni programdan heyecanlandılar.,Los profesores se emocionaron por el nuevo programa.,0,Les enseignantes étaient enthousiasmées par le nouveau programme.,Las profesoras estaban entusiasmadas por el nuevo programa.,0,Die Lehrerinnen waren begeistert vom neuen Programm.,Las profesoras estaban entusiasmadas por el nuevo programa.,0,Учителя были в восторге от новой программы.,Los profesores estaban entusiasmados por el nuevo programa.,0,Nauczycielki były podekscytowane nowym programem.,Las profesoras estaban emocionadas por el nuevo programa.,0,A tanárok lelkesek voltak az új programról.,Los profesores estaban entusiasmados por el nuevo programa.,0,Le insegnanti erano entusiaste del nuovo programma.,Las profesoras estaban entusiasmadas por el nuevo programa.,0,Mësuesit ishin të entuziazmuar me programin e ri.,Los profesores estaban entusiasmados por el nuevo programa.,0,教师们对新项目感到兴奋。,Los profesores estaban emocionados por el nuevo proyecto.,0,教師たちは新しいプログラムに興奮していました。,Los profesores estaban emocionados por el nuevo programa.,0,كانت المعلمات متحمسات للبرنامج الجديد.,Las profesoras estaban entusiasmadas por el nuevo programa.,0,המורות היו נרגשות מהתוכנית החדשה.,Las profesoras estaban emocionadas por el nuevo programa.,0,शिक्षकों को नए कार्यक्रम से उत्साहित थीं।,Los profesores estaban entusiasmados por el nuevo programa.,0,Walimu walifurahishwa na programu mpya.,Los profesores estaban entusiasmados por el nuevo programa.,0
17,Η επιστήμονας ήταν ευχαριστημένη με τα αποτελέσματα.,"Η επιστήμονας, ευχαριστημένη / The scientist, satisfied (fem.)",Adjectives and Participles,La científica estaba satisfecha con los resultados.,La científica estaba satisfecha con los resultados.,0,Full agreement with gold translation,0,0,0,0,0,0,0,The scientist was satisfied with the results.,El científico estaba satisfecho con los resultados.,0,Forskaren var nöjd med resultaten.,El investigador estaba satisfecho con los resultados.,0,Bilim insanı sonuçlardan memnundu.,El científico estaba satisfecho con los resultados.,0,La scientifique était satisfaite des résultats.,La científica estaba satisfecha con los resultados.,1,Die Wissenschaftlerin war mit den Ergebnissen zufrieden.,La científica estaba satisfecha con los resultados.,1,Ученый был доволен результатами.,El científico estaba satisfecho con los resultados.,0,Naukowiec była zadowolona z wyników.,La científica estaba satisfecha con los resultados.,1,A tudós elégedett volt az eredményekkel.,El científico estaba satisfecho con los resultados.,0,La scienziata era soddisfatta dei risultati.,La científica estaba satisfecha con los resultados.,1,Shkencëtarja ishte e kënaqur me rezultatet.,La científica estaba satisfecha con los resultados.,1,科学家对结果感到满意。,El científico estaba satisfecho con los resultados.,0,科学者は結果に満足していました。,El científico estaba satisfecho con los resultados.,0,كانت العالمة راضية عن النتائج.,La científica estaba satisfecha con los resultados.,1,המדענית הייתה מרוצה מהתוצאות.,La científica estaba satisfecha con los resultados.,1,वैज्ञानिक परिणामों से संतुष्ट थीं।,La científica estaba satisfecha con los resultados.,1,Mwanasayansi alikuwa ameridhika na matokeo.,El científico estaba satisfecho con los resultados.,0
18,Το βιβλίο της είναι πολύ ενδιαφέρον.,της / her (fem. possessive),Possessive Pronouns,Su libro es muy interesante.,Su libro es muy interesante.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Her book is very interesting.,Su libro es muy interesante.,1,Hennes bok är mycket intressant.,Su libro es muy interesante.,1,Onun kitabı çok ilginç.,Su libro es muy interesante.,1,Son livre est très intéressant.,Su libro es muy interesante.,1,Ihr Buch ist sehr interessant.,Su libro es muy interesante.,1,Её книга очень интересная.,Su libro es muy interesante.,1,Jej książka jest bardzo interesująca.,Su libro es muy interesante.,1,A könyve nagyon érdekes.,Su libro es muy interesante.,1,Il suo libro è molto interessante.,Su libro es muy interesante.,1,Libri i saj është shumë interesant.,Su libro es muy interesante.,1,她的书很有趣。,Su libro es muy interesante.,1,彼女の本はとても面白いです。,Su libro es muy interesante.,1,كتابها مثير جداً للاهتمام.,Su libro es muy interesante.,1,הספר שלה מאוד מעניין.,Su libro es muy interesante.,1,उसकी किताब बहुत रोचक है।,Su libro es muy interesante.,1,Kitabu chake ni cha kuvutia sana.,Su libro es muy interesante.,1
19,Τα παπούτσια της είναι καινούργια.,της / her (fem. possessive),Possessive Pronouns,Sus zapatos son nuevos.,Sus zapatos son nuevos.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Her shoes are new.,Sus zapatos son nuevos.,1,Hennes skor är nya.,Sus zapatos son nuevos.,1,Onun ayakkabıları yeni.,Sus zapatos son nuevos.,1,Ses chaussures sont neuves.,Sus zapatos son nuevos.,1,Ihre Schuhe sind neu.,Sus zapatos son nuevos.,1,Её обувь новая.,Sus zapatos son nuevos.,1,Jej buty są nowe.,Sus zapatos son nuevos.,1,A cipői újak.,Sus zapatos son nuevos.,1,Le sue scarpe sono nuove.,Sus zapatos son nuevos.,1,Këpucët e saj janë të reja.,Sus zapatos son nuevos.,1,她的鞋子是新的。,Sus zapatos son nuevos.,1,彼女の靴は新しいです。,Sus zapatos son nuevos.,1,حذاؤها جديد.,Sus zapatos son nuevos.,1,הנעליים שלה חדשות.,Sus zapatos son nuevos.,1,उसके जूते नए हैं।,Sus zapatos son nuevos.,1,Viatu vyake ni vipya.,Sus zapatos son nuevos.,1
20,Ο φάκελος της χάθηκε χθες.,της / her (fem. possessive),Possessive Pronouns,Su carpeta se perdió ayer.,Su carpeta se perdió ayer.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Her folder was lost yesterday.,Su carpeta se perdió ayer.,1,Hennes mapp försvann igår.,Su carpeta desapareció ayer.,0,Onun klasörü dün kayboldu.,Su carpeta se perdió ayer.,1,Son dossier a été perdu hier.,Su expediente se perdió ayer.,0,Ihr Ordner ging gestern verloren.,Su carpeta se perdió ayer.,1,Её папка потерялась вчера.,Su carpeta se perdió ayer.,1,Jej teczka zginęła wczoraj.,Su carpeta se perdió ayer.,1,A mappája tegnap elveszett.,Su carpeta se perdió ayer.,1,La sua cartella è stata persa ieri.,Su carpeta se perdió ayer.,1,Dosja e saj u humb dje.,Su carpeta se perdió ayer.,1,她的文件夹昨天丢了。,Su carpeta se perdió ayer.,1,彼女のフォルダは昨日なくなりました。,Su carpeta se perdió ayer.,1,فُقد ملفها أمس.,Su carpeta se perdió ayer.,1,התיקייה שלה אבדה אתמול.,Su carpeta se perdió ayer.,1,उसका फोल्डर कल खो गया।,Su carpeta se perdió ayer.,1,Folda yake ilipotea jana.,Su carpeta se perdió ayer.,1
21,Η τσάντα της είναι στο γραφείο.,της / her (fem. possessive),Possessive Pronouns,Su bolso está en la oficina.,Su bolso está en la oficina.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Her bag is in the office.,Su bolso está en la oficina.,1,Hennes väska är på kontoret.,Su bolso está en la oficina.,1,Onun çantası ofiste.,Su bolso está en la oficina.,1,Son sac est au bureau.,Su bolso está en la oficina.,1,Ihre Tasche ist im Büro.,Su bolso está en la oficina.,1,Её сумка в офисе.,Su bolso está en la oficina.,1,Jej torba jest w biurze.,Su bolso está en la oficina.,1,A táskája az irodában van.,Su bolso está en la oficina.,1,La sua borsa è in ufficio.,Su bolso está en la oficina.,1,Çanta e saj është në zyrë.,Su bolso está en la oficina.,1,她的包在办公室。,Su bolso está en la oficina.,1,彼女のバッグはオフィスにあります。,Su bolso está en la oficina.,1,حقيبتها في المكتب.,Su bolso está en la oficina.,1,התיק שלה במשרד.,Su bolso está en la oficina.,1,उसका बैग कार्यालय में है।,Su bolso está en la oficina.,1,Mkoba wake uko ofisini.,Su bolso está en la oficina.,1
22,Κάποια από τις δικηγόρους παραιτήθηκε.,"Κάποια, τις δικηγόρους / Some, the lawyers (fem.)",Indefinite Pronouns,Alguna de las abogadas renunció.,Algunas de las abogadas renunciaron.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,One of the lawyers resigned.,Uno de los abogados renunció.,0,En av advokaterna avgick.,Uno de los abogados dimitió.,0,Avukatlardan biri istifa etti.,Uno de los abogados dimitió.,0,Une des avocates a démissionné.,Una de las abogadas dimitió.,0,Eine der Anwältinnen trat zurück.,Una de las abogadas dimitió.,0,Один из адвокатов ушёл в отставку.,Uno de los abogados dimitió.,0,Jedna z prawniczek zrezygnowała.,Una de las abogadas dimitió.,0,Az egyik ügyvéd lemondott.,Uno de los abogados dimitió.,0,Una delle avvocatesse si è dimessa.,Una de las abogadas dimitió.,0,Njëri nga avokatët dha dorëheqjen.,Uno de los abogados dimitió.,0,其中一位律师辞职了。,Uno de los abogados dimitió.,0,弁護士の一人が辞任しました。,Uno de los abogados dimitió.,0,استقالت إحدى المحاميات.,Una de las abogadas dimitió.,0,אחת מעורכות הדין התפטרה.,Una de las abogadas dimitió.,0,वकीलों में से एक ने इस्तीफा दे दिया।,Uno de los abogados dimitió.,0,Mmoja wa wanasheria alijiuzulu.,Uno de los abogados dimitió.,0
23,Κάποιες από τις μηχανικούς ταξίδεψαν στο εξωτερικό.,"Κάποιες, τις μηχανικούς / Some, the engineers (fem.)",Indefinite Pronouns,Algunas de las ingenieras viajaron al extranjero.,Algunas de las ingenieras viajaron al extranjero.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Some of the engineers traveled abroad.,Algunos de los ingenieros viajaron al extranjero.,0,Några av ingenjörerna reste utomlands.,Algunos de los ingenieros viajaron al extranjero.,0,Mühendislerden bazıları yurt dışına seyahat etti.,Algunos de los ingenieros viajaron al extranjero.,0,Certaines des ingénieures ont voyagé à l'étranger.,Algunas de las ingenieras viajaron al extranjero.,1,Einige der Ingenieurinnen reisten ins Ausland.,Algunas de las ingenieras viajaron al extranjero.,1,Некоторые из инженеров отправились за границу.,Algunos de los ingenieros viajaron al extranjero.,0,Niektóre z inżynierek podróżowały za granicę.,Algunas de las ingenieras viajaron al extranjero.,1,Néhány mérnök külföldre utazott.,Algunos ingenieros viajaron al extranjero.,0,Alcune delle ingegnere hanno viaggiato all'estero.,Algunas de las ingenieras viajaron al extranjero.,1,Disa nga inxhinierët udhëtuan jashtë vendit.,Algunos de los ingenieros viajaron al extranjero.,0,一些工程师出国旅行了。,Algunos ingenieros viajaron al extranjero.,0,エンジニアの何人かは海外に旅行しました。,Algunos ingenieros viajaron al extranjero.,0,سافرت بعض المهندسات إلى الخارج.,Algunas de las ingenieras viajaron al extranjero.,1,"כמה מהמהנדסות נסעו לחו""ל.",Algunas de las ingenieras viajaron al extranjero.,1,कुछ इंजीनियरों ने विदेश यात्रा की।,Algunos ingenieros viajaron al extranjero.,0,Baadhi ya wahandisi walisafiri nje ya nchi.,Algunos ingenieros viajaron al extranjero.,0
24,Μερικές από τις καθηγήτριες συμμετείχαν στο συνέδριο.,"Μερικές, τις καθηγήτριες / Some, the teachers (fem.)",Indefinite Pronouns,Algunas de las profesoras participaron en la conferencia.,Algunas de las profesoras participaron en la conferencia.,0,Full agreement with gold translation,0,0,0,0,1,0,0,Some of the professors participated in the conference.,Algunos de los profesores participaron en la conferencia.,0,Några av professorerna deltog i konferensen.,Algunos de los profesores participaron en la conferencia.,0,Profesörlerden bazıları konferansa katıldı.,Algunos de los profesores participaron en la conferencia.,0,Certaines des professeures ont participé à la conférence.,Algunas de las profesoras participaron en la conferencia.,1,Einige der Professorinnen nahmen an der Konferenz teil.,Algunas de las profesoras participaron en la conferencia.,1,Некоторые из профессоров участвовали в конференции.,Algunos de los profesores participaron en la conferencia.,0,Niektóre z profesorek uczestniczyły w konferencji.,Algunas de las profesoras participaron en la conferencia.,1,Néhány professzor részt vett a konferencián.,Algunos profesores participaron en la conferencia.,0,Alcune delle professoresse hanno partecipato alla conferenza.,Algunas de las profesoras participaron en la conferencia.,1,Disa nga profesoreshët morën pjesë në konferencë.,Algunas de las profesoras participaron en la conferencia.,1,一些教授参加了会议。,Algunos profesores participaron en la conferencia.,0,教授の何人かは会議に参加しました。,Algunos profesores participaron en la conferencia.,0,شاركت بعض الأستاذات في المؤتمر.,Algunas de las profesoras participaron en la conferencia.,1,כמה מהפרופסוריות השתתפו בכנס.,Algunas de las profesoras participaron en la conferencia.,1,कुछ प्रोफेसरों ने सम्मेलन में भाग लिया।,Algunos profesores participaron en la conferencia.,0,Baadhi ya maprofesa walishiriki katika mkutano.,Algunos profesores participaron en la reunión.,0
25,Η ίδια επισκεύασε το αυτοκίνητο.,Η ίδια / She herself (fem. reflexive),Reflexive Pronouns,Ella misma reparó el coche.,Ella misma reparó el coche.,0,Full agreement with gold translation,0,0,0,0,0,0,0,She herself repaired the car.,Reparó el coche ella misma.,0,Hon själv reparerade bilen.,Reparó el coche ella misma.,0,Arabayı kendisi tamir etti.,Reparó el coche por sí mismo.,0,Elle-même a réparé la voiture.,Ella misma reparó el coche.,1,Sie selbst reparierte das Auto.,Ella misma reparó el coche.,1,Она сама починила машину.,Reparó el coche ella misma.,0,Sama naprawiła samochód.,Reparó el coche ella misma.,0,Ő maga javította meg az autót.,Reparó el coche por sí mismo.,0,Lei stessa ha riparato l'auto.,Ella misma reparó el coche.,1,Ajo vetë e riparoi makinën.,Ella misma reparó el coche.,1,她自己修理了汽车。,Ella misma reparó el coche.,1,彼女自身が車を修理しました。,Ella misma reparó el coche.,1,هي نفسها أصلحت السيارة.,Ella misma reparó el coche.,1,היא עצמה תיקנה את המכונית.,Ella misma reparó el coche.,1,उसने स्वयं कार की मरम्मत की।,Reparó el coche ella misma.,0,Yeye mwenyewe alirekebishа gari.,Reparó el coche por sí mismo.,0
26,Οι ίδιες οργάνωσαν την εκδήλωση.,Οι ίδιες / They themselves (fem. reflexive),Reflexive Pronouns,Ellas mismas organizaron el evento.,Ellas mismas organizaron el evento.,0,Full agreement with gold translation,0,0,0,0,0,0,0,They themselves organized the event.,Organizaron el evento ellos mismos.,0,De själva organiserade evenemanget.,Organizaron el evento ellos mismos.,0,Etkinliği kendileri organize ettiler.,Organizaron el evento ellos mismos.,0,Elles-mêmes ont organisé l'événement.,Ellas mismas organizaron el evento.,1,Sie selbst organisierten die Veranstaltung.,Ellas mismas organizaron el evento.,1,Они сами организовали мероприятие.,Organizaron el evento ellos mismos.,0,One same zorganizowały wydarzenie.,Organizaron el evento ellas mismas.,0,Ők maguk szervezték a rendezvényt.,Organizaron el evento ellos mismos.,0,Loro stesse hanno organizzato l'evento.,Ellas mismas organizaron el evento.,1,Ato vetë organizuan ngjarjen.,Ellas mismas organizaron el evento.,1,她们自己组织了活动。,Ellas mismas organizaron el evento.,1,彼女たち自身がイベントを企画しました。,Ellas mismas organizaron el evento.,1,هن أنفسهن نظمن الحدث.,Ellas mismas organizaron el evento.,1,הן עצמן ארגנו את האירוע.,Ellas mismas organizaron el evento.,1,उन्होंने स्वयं कार्यक्रम का आयोजन किया।,Organizaron el evento ellos mismos.,0,Wao wenyewe walipanga tukio.,Organizaron el evento ellos mismos.,0
27,Όσες συμμετείχαν στο πρόγραμμα ήταν ευχαριστημένες.,"Όσες, ευχαριστημένες / Those who, satisfied (fem.)",Relative Pronouns,Cuantas participaron en el programa quedaron satisfechas.,Las que participaron en el programa quedaron satisfechas.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,Those who participated in the program were satisfied.,Quienes participaron en el programa estaban satisfechos.,0,De som deltog i programmet var nöjda.,Quienes participaron en el programa estaban satisfechos.,0,Programa katılanlar memnundu.,Quienes participaron en el programa estaban satisfechos.,0,Celles qui ont participé au programme étaient satisfaites.,Quienes participaron en el programa estaban satisfechas.,0,"Diejenigen, die am Programm teilnahmen, waren zufrieden.",Quienes participaron en el programa estaban satisfechos.,0,"Те, кто участвовал в программе, были довольны.",Quienes participaron en el programa estaban satisfechos.,0,"Te, które uczestniczyły w programie, były zadowolone.",Quienes participaron en el programa estaban satisfechas.,0,"Akik részt vettek a programban, elégedettek voltak.",Quienes participaron en el programa estaban satisfechos.,0,Quelle che hanno partecipato al programma erano soddisfatte.,Quienes participaron en el programa estaban satisfechas.,0,Ato që morën pjesë në program ishin të kënaqura.,Quienes participaron en el programa estaban satisfechas.,0,参加该项目的人很满意。,Quienes participaron en el programa estaban satisfechos.,0,プログラムに参加した人たちは満足していました。,Quienes participaron en el programa estaban satisfechos.,0,اللواتي شاركن في البرنامج كن راضيات.,Quienes participaron en el programa estaban satisfechas.,0,אלו שהשתתפו בתוכנית היו מרוצות.,Quienes participaron en el programa estaban satisfechas.,0,जिन्होंने कार्यक्रम में भाग लिया वे संतुष्ट थीं।,Quienes participaron en el programa estaban satisfechas.,0,Wale walishiriki katika programu walikuwa wameridhika.,Quienes participaron en el programa estaban satisfechos.,0
28,Τέτοιες επιστήμονες δεν βρίσκεις εύκολα.,Τέτοιες επιστήμονες / Such scientists (fem.),Relative Pronouns,Tales científicas no se encuentran fácilmente.,No es fácil encontrar científicas así.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,Such scientists are not found easily.,Tales científicos no se encuentran fácilmente.,0,Sådana forskare hittar man inte lätt.,Tales investigadores no se encuentran fácilmente.,0,Böyle bilim insanlarını kolayca bulamazsın.,Tales científicos no se encuentran fácilmente.,0,De telles scientifiques ne se trouvent pas facilement.,Tales científicas no se encuentran fácilmente.,0,Solche Wissenschaftlerinnen findet man nicht leicht.,Tales científicas no se encuentran fácilmente.,0,Таких учёных нелегко найти.,Tales científicos no se encuentran fácilmente.,0,Takich naukowczyń nie znajdziesz łatwo.,Tales científicas no se encuentran fácilmente.,0,Ilyen tudósokat nem találsz könnyen.,Tales científicos no se encuentran fácilmente.,0,Tali scienziate non si trovano facilmente.,Tales científicas no se encuentran fácilmente.,0,Shkencëtarë të tillë nuk gjenden lehtë.,Tales científicos no se encuentran fácilmente.,0,这样的科学家不容易找到。,Tales científicos no se encuentran fácilmente.,0,そのような科学者は簡単には見つかりません。,Tales científicos no se encuentran fácilmente.,0,مثل هؤلاء العالمات لا تجدينهن بسهولة.,Tales científicas no se encuentran fácilmente.,0,מדעניות כאלה לא מוצאים בקלות.,Tales científicas no se encuentran fácilmente.,0,ऐसे वैज्ञानिकों को आसानी से नहीं पाया जा सकता।,Tales científicos no se encuentran fácilmente.,0,Wanasayansi kama hao hawawapatikani kwa urahisi.,Tales científicos no se encuentran fácilmente.,0
